2011-12-18;Vodafone;Expense;+ 3,000.00;Pénztárca;Phone
2011-12-18;Cipőápoló;Expense;+ 1,190.00;Pénztárca;Shopping » Grooming
2011-12-18;Pénztárca;Expense;+ 3,990.00;Pénztárca;Clothing
2011-12-17;BKV jegy;Expense;+ 1,280.00;Pénztárca;Public Transport
2011-12-16;Közös költség;Expense;+ 13,000.00;Pénztárca;Community fee
2011-12-16;Kisbolt;Expense;+ 270.00;Pénztárca;Grocery
2011-12-15;Ebéd - KFC;Expense;+ 1,100.00;Pénztárca;Lunch
2011-12-15;Kisbolt;Expense;+ 290.00;Pénztárca;Grocery
2011-12-15;BKV Bérlet;Expense;+ 1,850.00;Pénztárca;Public Transport
2011-12-14;Payment To: Habostorta Kft.;Expense;+ 1,140.00;Paypal;Web & IT
2011-12-14;Kisbolt;Expense;+ 545.00;Pénztárca;Grocery
2011-12-14;Ebéd - Avanti;Expense;+ 1,180.00;Pénztárca;Lunch
2011-12-12;Ebéd - Avanti;Expense;+ 1,180.00;Pénztárca;Lunch
2011-12-11;Tesco;Expense;+ 4,775.00;Pénztárca;Grocery
2011-12-11;Sik;Expense;+ 1,580.00;Pénztárca;Personal Care
2011-12-10;Ebéd - Avanti;Expense;+ 1,200.00;Pénztárca;Lunch
2011-12-09;Fodrász;Expense;+ 1,500.00;Pénztárca;Hair
2011-12-08;Sör;Expense;+ 305.00;Pénztárca;Grocery
2011-12-08;WC papír;Expense;+ 275.00;Pénztárca;Shopping » Grooming
2011-12-08;Ebéd - Avanti;Expense;+ 1,200.00;Pénztárca;Lunch
2011-12-08;Ebéd - KFC;Expense;+ 1,100.00;Pénztárca;Lunch
2011-12-07;Ebéd - Avanti;Expense;+ 1,300.00;Pénztárca;Lunch
2011-12-05;Balance;Expense;+ 12,298.00;Kézpénz;Balance
2011-12-05;To wallet;Transfer;+ 386,985.00;Kézpénz -> Pénztárca;To wallet
2011-12-05;Lakbér;Expense;+ 50,000.00;Pénztárca;Rent
2011-12-05;Ebéd - KFC;Expense;+ 1,100.00;Pénztárca;Lunch
2011-12-05;Kisbolt;Expense;+ 1,045.00;Pénztárca;Grocery
2011-12-05;To savings;Transfer;+ 60,000.00;Kézpénz -> Megtakarítás;To savings
2011-12-05;Fizetés;Income;+ 208,000.00;Kézpénz;Sallary
2011-12-04;Tesco;Expense;+ 3,515.00;Pénztárca;Grocery
2011-12-04;Égő;Expense;+ 200.00;Pénztárca;Home Improvement
2011-12-04;Öblítő;Expense;+ 1,090.00;Pénztárca;Shopping » Grooming
2011-12-03;Vacsora - Pizza;Expense;+ 1,400.00;Pénztárca;Dinner
2011-12-02;Vacsora - Pizza;Expense;+ 1,000.00;Pénztárca;Dinner
2011-12-02;Ebéd - McDonalds;Expense;+ 1,570.00;Pénztárca;Lunch
2011-12-01;Balance;Expense;+ 3,177.00;Paypal;Balance
2011-12-01;Díjbeszedő;Expense;+ 8,300.00;Pénztárca;Water fee
2011-12-01;Nyomtatás;Expense;+ 1,730.00;Pénztárca;University
2011-12-01;Ebéd - KFC;Expense;+ 1,100.00;Pénztárca;Lunch
2011-11-30;Balance;Expense;+ 8,689.00;OTP;Balance
2011-11-30;Ebéd - Avanti;Expense;+ 1,230.00;Pénztárca;Lunch
2011-11-28;Tandíj;Expense;+ 69,000.00;Pénztárca;University
2011-11-28;Rossmann;Expense;+ 3,355.00;Pénztárca;Personal Care
2011-11-28;Ebéd - Avanti;Expense;+ 1,230.00;Pénztárca;Lunch
2011-11-26;Vonatjegy;Expense;+ 1,650.00;Pénztárca;Public Transport
2011-11-24;Kisbolt;Expense;+ 365.00;Pénztárca;Grocery
2011-11-24;Ebéd - McDonalds;Expense;+ 2,020.00;Pénztárca;Lunch
2011-11-23;Villanyszámla;Expense;+ 4,000.00;Pénztárca;Electricity
2011-11-22;Balance;Expense;+ 12,297.00;Kézpénz;Balance
